date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1997-01-08,Uruguay,Turkey,1,1,Africa Cup of Nations,Montevideo,England,False
1997-01-14,Poland,Australia,1,1,CONCACAF Gold Cup,Seoul,Australia,True
1997-01-15,Australia,Denmark,2,3,Friendly,Sao Paulo,France,False
1997-01-27,India,Portugal,3,2,UEFA European Championship,New York,Croatia,True
1997-01-28,Scotland,Argentina,3,1,FIFA World Cup qualification,Los Angeles,Croatia,False
1997-02-20,Peru,Italy,2,3,CONCACAF Gold Cup,Amsterdam,England,False
1997-02-27,Brazil,Turkey,0,0,Africa Cup of Nations,Buenos Aires,Croatia,False
1997-03-06,Italy,Greece,1,1,CONCACAF Gold Cup,Buenos Aires,Australia,False
1997-03-09,Romania,England,0,2,Friendly,Los Angeles,Mexico,False
1997-03-15,Senegal,South Korea,0,1,UEFA Euro qualification,Los Angeles,Germany,False
1997-03-16,Italy,United States,0,0,UEFA European Championship,Sydney,Argentina,False
1997-03-23,Japan,Brazil,1,0,Copa America,Sydney,Croatia,False
1997-04-11,Denmark,Scotland,3,3,Africa Cup of Nations,Paris,France,False
1997-04-11,Germany,Greece,4,1,AFC Asian Cup,Seoul,England,False
1997-04-13,Portugal,Germany,3,1,UEFA European Championship,Berlin,England,False
1997-04-26,Denmark,Peru,3,0,FIFA World Cup qualification,Seoul,England,False
1997-05-01,Romania,Ireland,1,2,FIFA World Cup,Cairo,England,False
1997-05-02,Chile,South Korea,0,0,Friendly,Los Angeles,France,True
1997-05-03,Denmark,Spain,0,3,Friendly,Cairo,United States,False
1997-05-27,Portugal,United States,4,3,Friendly,Tokyo,United States,False
1997-06-03,Italy,Croatia,2,1,Africa Cup of Nations,Sao Paulo,France,False
1997-06-10,Nigeria,Netherlands,1,2,UEFA European Championship,Sydney,Mexico,False
1997-06-12,New Zealand,Hungary,2,1,FIFA World Cup,Lisbon,Spain,False
1997-06-17,South Korea,Japan,2,1,Friendly,Paris,Sweden,False
1997-06-17,Bolivia,India,0,2,FIFA World Cup qualification,New York,Italy,False
1997-06-18,Hungary,Ghana,1,0,FIFA World Cup qualification,Buenos Aires,Nigeria,True
1997-06-18,Scotland,Chile,1,2,AFC Asian Cup,Tokyo,Portugal,False
1997-06-24,Colombia,Argentina,1,2,Copa America,London,Portugal,True
1997-06-24,Ireland,Spain,1,1,Friendly,Buenos Aires,Japan,False
1997-06-28,Ecuador,Australia,2,0,FIFA World Cup,Tokyo,Croatia,False
1997-07-05,South Africa,Wales,1,0,Friendly,London,Netherlands,False
1997-07-10,Egypt,Norway,3,1,UEFA Euro qualification,Mexico City,Germany,False
1997-07-17,Senegal,Scotland,0,1,Friendly,Buenos Aires,Nigeria,True
1997-07-18,Netherlands,Spain,1,2,FIFA World Cup qualification,Amsterdam,Cameroon,True
1997-07-18,Ireland,Wales,2,4,CONCACAF Gold Cup,Madrid,Germany,True
1997-07-29,Norway,Czech Republic,1,1,Africa Cup of Nations,Sao Paulo,Belgium,False
1997-07-30,Senegal,France,2,4,FIFA World Cup,Mexico City,Mexico,False
1997-08-03,Spain,Iran,1,0,UEFA Euro qualification,Lisbon,Spain,False
1997-08-04,Peru,Chile,0,0,FIFA World Cup qualification,Tokyo,Belgium,False
1997-08-04,Iraq,Morocco,2,2,FIFA World Cup qualification,Rome,Nigeria,False
1997-08-08,Senegal,Morocco,3,2,AFC Asian Cup,Rome,South Korea,False
1997-08-09,Scotland,Iraq,3,0,Friendly,New York,Nigeria,False
1997-08-10,Turkey,Ecuador,1,2,Friendly,Seoul,France,False
1997-08-12,Ghana,Turkey,2,2,AFC Asian Cup,Mexico City,Brazil,False
1997-08-15,United States,Turkey,3,0,Friendly,Tokyo,Brazil,True
1997-08-27,Morocco,Senegal,1,2,CONCACAF Gold Cup,Rome,Japan,True
1997-09-03,India,Hungary,1,2,Friendly,Cairo,United States,False
1997-09-06,Denmark,Colombia,0,1,FIFA World Cup,Lagos,Mexico,False
1997-09-07,South Africa,Egypt,0,0,FIFA World Cup qualification,Mexico City,South Korea,False
1997-09-08,Brazil,Saudi Arabia,2,1,Copa America,Seoul,Australia,False
1997-09-17,Poland,Scotland,0,1,CONCACAF Gold Cup,Amsterdam,Mexico,False
1997-09-18,Mexico,Czech Republic,1,3,Friendly,Lagos,Australia,False
1997-09-21,Brazil,Czech Republic,3,1,Copa America,Berlin,Brazil,False
1997-09-26,Greece,Ireland,2,1,AFC Asian Cup,Buenos Aires,England,False
1997-09-29,Uruguay,New Zealand,3,1,Friendly,Los Angeles,United States,True
1997-10-02,France,Germany,3,1,FIFA World Cup qualification,Cairo,Mexico,True
1997-10-03,Morocco,Ireland,2,2,Friendly,London,Australia,False
1997-10-04,China,England,3,0,Friendly,Rome,Spain,False
1997-10-04,Croatia,United States,2,1,Friendly,Rome,Brazil,True
1997-10-05,China,Colombia,1,2,FIFA World Cup,Lagos,Italy,False
1997-10-05,Nigeria,South Korea,2,2,CONCACAF Gold Cup,Rome,Netherlands,False
1997-10-08,Peru,Chile,1,0,CONCACAF Gold Cup,Los Angeles,Germany,False
1997-10-13,Senegal,Russia,1,0,UEFA European Championship,Cairo,Sweden,False
1997-11-04,Cameroon,Japan,1,2,FIFA World Cup,Buenos Aires,Nigeria,False
1997-11-04,Russia,Greece,2,0,Friendly,Lisbon,Uruguay,False
1997-11-05,South Africa,Netherlands,1,0,CONCACAF Gold Cup,Mexico City,England,True
1997-11-07,New Zealand,Denmark,0,1,AFC Asian Cup,Los Angeles,Mexico,False
1997-11-20,Australia,South Africa,1,0,Friendly,Cairo,Germany,False
1997-11-26,United States,Iran,1,1,Copa America,Sao Paulo,South Korea,False
1997-11-30,Netherlands,Colombia,3,0,FIFA World Cup qualification,Berlin,England,False
1997-12-07,Peru,South Africa,3,2,Friendly,Amsterdam,Belgium,False
1997-12-12,Poland,Turkey,1,1,UEFA European Championship,New York,Spain,False
1997-12-15,Romania,Egypt,0,2,CONCACAF Gold Cup,Montevideo,Uruguay,True
1997-12-16,Ireland,Mexico,0,3,FIFA World Cup qualification,Los Angeles,Argentina,True
1997-12-25,Nigeria,France,1,0,FIFA World Cup qualification,Sao Paulo,Spain,False
1997-12-29,Paraguay,Ireland,0,0,FIFA World Cup,Buenos Aires,France,True
1998-01-04,France,Ghana,2,2,Africa Cup of Nations,Montevideo,Spain,True
1998-01-06,Scotland,Egypt,0,1,Friendly,Madrid,Cameroon,False
1998-01-14,Colombia,Croatia,0,3,Copa America,Tokyo,South Korea,False
1998-01-23,South Korea,Wales,2,1,UEFA European Championship,Sao Paulo,Argentina,False
1998-02-05,Belgium,England,1,0,Friendly,New York,France,False
1998-02-05,China,Scotland,0,1,Africa Cup of Nations,Mexico City,Sweden,True
1998-02-05,Romania,Denmark,1,2,CONCACAF Gold Cup,Rome,Italy,False
1998-02-07,Argentina,Morocco,2,0,FIFA World Cup,Paris,South Korea,True
1998-02-21,Scotland,South Africa,0,3,FIFA World Cup qualification,Los Angeles,South Korea,False
1998-02-23,Morocco,Poland,2,1,Friendly,Berlin,Belgium,False
1998-02-23,India,Sweden,0,1,UEFA European Championship,Madrid,South Korea,False
1998-02-25,Australia,New Zealand,2,1,Friendly,Paris,Italy,False
1998-03-02,Bolivia,Colombia,0,0,FIFA World Cup,New York,Uruguay,False
1998-03-04,Bolivia,South Korea,2,0,FIFA World Cup,New York,Netherlands,False
1998-03-05,Iran,Brazil,1,2,FIFA World Cup,Amsterdam,Sweden,False
1998-03-06,China,Iran,0,1,AFC Asian Cup,London,Cameroon,False
1998-03-07,China,South Korea,0,4,UEFA Euro qualification,Lisbon,South Korea,False
1998-03-13,England,Hungary,1,1,Friendly,New York,Germany,True
1998-03-15,Saudi Arabia,Cameroon,1,1,Africa Cup of Nations,New York,Mexico,False
1998-03-24,India,Russia,1,0,FIFA World Cup qualification,Lisbon,Italy,False
1998-03-27,Japan,United States,1,1,Copa America,Los Angeles,Spain,False
1998-04-10,Netherlands,Italy,2,2,UEFA European Championship,Mexico City,South Korea,True
1998-04-18,Ecuador,Egypt,1,1,AFC Asian Cup,Amsterdam,Croatia,False
1998-04-18,Germany,Ireland,4,0,AFC Asian Cup,New York,Italy,True
1998-04-23,Netherlands,Ireland,1,3,FIFA World Cup qualification,Madrid,France,False
1998-04-28,Italy,Chile,1,0,Friendly,New York,Brazil,False
1998-05-07,Morocco,Cameroon,1,2,FIFA World Cup qualification,Montevideo,Germany,False
1998-05-13,Iraq,United States,0,0,Africa Cup of Nations,Mexico City,Croatia,True
1998-05-17,Argentina,New Zealand,3,1,Friendly,Madrid,Sweden,False
1998-05-26,Paraguay,Morocco,2,3,FIFA World Cup,Berlin,Australia,True
1998-05-28,Senegal,Iran,1,1,Friendly,Buenos Aires,Italy,True
1998-06-01,Ecuador,Egypt,0,2,Africa Cup of Nations,Montevideo,Portugal,True
1998-06-10,Paraguay,Senegal,2,3,Friendly,Rome,South Korea,False
1998-06-10,Japan,France,0,1,CONCACAF Gold Cup,Sydney,Argentina,False
1998-06-11,Senegal,Morocco,1,0,Friendly,Tokyo,Croatia,True
1998-06-14,Spain,China,3,2,Africa Cup of Nations,Sao Paulo,Italy,False
1998-06-17,Spain,Poland,1,0,AFC Asian Cup,Madrid,Spain,False
1998-06-30,Germany,United States,1,0,Friendly,Sao Paulo,Sweden,False
1998-07-02,Peru,Russia,3,2,AFC Asian Cup,Amsterdam,Cameroon,False
1998-07-02,New Zealand,United States,0,4,FIFA World Cup qualification,Berlin,Spain,True
1998-07-14,Czech Republic,Italy,1,1,Africa Cup of Nations,Paris,Germany,False
1998-07-16,Germany,Czech Republic,1,3,Copa America,Mexico City,Sweden,False
1998-07-16,Portugal,Colombia,1,0,UEFA European Championship,New York,Cameroon,True
1998-07-20,Norway,Peru,0,2,Friendly,Amsterdam,South Korea,False
1998-07-24,Chile,New Zealand,1,1,CONCACAF Gold Cup,Seoul,Cameroon,False
1998-07-26,South Korea,France,4,1,AFC Asian Cup,Seoul,England,True
1998-07-29,Russia,Bolivia,3,1,Africa Cup of Nations,Rome,Brazil,True
1998-08-09,Croatia,Japan,3,0,Friendly,Cairo,Belgium,False
1998-08-12,Colombia,Ireland,3,3,AFC Asian Cup,London,Japan,False
1998-08-17,Wales,Romania,4,2,FIFA World Cup,Sydney,Japan,False
1998-08-29,Nigeria,Ireland,3,1,CONCACAF Gold Cup,Madrid,England,False
1998-09-01,Iraq,Australia,2,3,Copa America,Amsterdam,Mexico,False
1998-09-05,Belgium,China,0,1,FIFA World Cup qualification,Berlin,Mexico,False
1998-09-06,China,Japan,1,3,FIFA World Cup,Buenos Aires,England,False
1998-09-06,Uruguay,Iran,1,2,Friendly,Sydney,Spain,False
1998-09-11,Egypt,Czech Republic,0,0,Friendly,Buenos Aires,Australia,True
1998-09-25,Peru,United States,2,1,UEFA European Championship,Madrid,South Korea,True
1998-09-27,Turkey,Denmark,2,0,FIFA World Cup qualification,Sydney,Nigeria,False
1998-09-27,Egypt,Chile,2,3,Copa America,Madrid,Belgium,False
1998-09-28,Russia,Peru,2,2,Africa Cup of Nations,Montevideo,Netherlands,False
1998-10-01,China,France,1,1,UEFA European Championship,Tokyo,Australia,False
1998-10-03,Peru,Croatia,1,2,Friendly,Los Angeles,South Korea,False
1998-10-12,Poland,Chile,1,0,Friendly,Mexico City,Mexico,False
1998-10-15,Nigeria,Iraq,1,1,Friendly,Sydney,England,False
1998-10-24,Denmark,Egypt,0,2,CONCACAF Gold Cup,New York,Belgium,False
1998-11-09,Senegal,Norway,2,1,UEFA Euro qualification,Cairo,Spain,False
1998-11-10,Norway,Mexico,0,1,UEFA European Championship,Berlin,Netherlands,True
1998-11-17,Peru,Senegal,0,1,Copa America,Rome,Netherlands,False
1998-12-02,Mexico,Cameroon,0,0,UEFA Euro qualification,Montevideo,Belgium,False
1998-12-06,Sweden,Netherlands,3,0,Friendly,Mexico City,Brazil,False
1998-12-21,Belgium,Egypt,1,0,Africa Cup of Nations,Buenos Aires,Spain,True
1998-12-27,Bolivia,Ghana,3,1,UEFA Euro qualification,Mexico City,Croatia,False
1998-12-28,England,Croatia,2,0,UEFA European Championship,Lisbon,Croatia,False
1998-12-29,China,Wales,1,1,AFC Asian Cup,New York,Belgium,False
1999-01-15,New Zealand,Cameroon,6,0,Copa America,Amsterdam,Croatia,False
1999-01-15,Senegal,Sweden,4,1,AFC Asian Cup,Sydney,Japan,False
1999-01-16,England,Peru,3,3,Friendly,Los Angeles,Portugal,True
1999-02-23,Italy,Peru,3,2,Friendly,London,Mexico,True
1999-02-25,Saudi Arabia,India,1,1,AFC Asian Cup,Sao Paulo,Nigeria,False
1999-02-28,Japan,Australia,2,2,UEFA Euro qualification,Montevideo,Netherlands,False
1999-03-02,Belgium,Ecuador,0,0,Friendly,Mexico City,United States,True
1999-03-07,Iran,South Africa,1,1,UEFA European Championship,Seoul,Argentina,True
1999-03-20,Cameroon,Czech Republic,0,1,AFC Asian Cup,Montevideo,Belgium,True
1999-03-20,Portugal,England,2,2,Africa Cup of Nations,Seoul,Germany,False
1999-03-23,Nigeria,Germany,1,2,UEFA Euro qualification,Cairo,South Korea,False
1999-03-29,Scotland,Chile,1,1,CONCACAF Gold Cup,Amsterdam,Germany,False
1999-04-07,France,Mexico,1,2,AFC Asian Cup,Amsterdam,Mexico,False
1999-04-09,Morocco,Brazil,2,1,CONCACAF Gold Cup,Montevideo,Germany,False
1999-04-20,Portugal,Iran,3,0,Friendly,Amsterdam,Croatia,False
1999-04-26,Iraq,France,0,0,UEFA European Championship,Madrid,France,False
1999-05-12,Senegal,Iran,1,0,FIFA World Cup,Lagos,Spain,False
1999-05-22,Portugal,China,2,1,CONCACAF Gold Cup,Lisbon,Germany,False
1999-05-25,Czech Republic,Iran,2,0,UEFA Euro qualification,Buenos Aires,Cameroon,True
1999-05-27,Sweden,India,1,2,Copa America,Los Angeles,Belgium,True
1999-05-29,Nigeria,Croatia,1,3,Copa America,New York,Portugal,False
1999-06-06,Scotland,South Korea,3,2,Friendly,Berlin,Argentina,True
1999-06-06,Iraq,Australia,1,0,Friendly,Seoul,United States,True
1999-06-09,Ecuador,Ireland,0,0,Copa America,Sydney,Germany,False
1999-06-10,Italy,Portugal,0,1,CONCACAF Gold Cup,Seoul,Mexico,False
1999-06-11,Croatia,France,2,2,Friendly,Montevideo,Netherlands,False
1999-06-12,Netherlands,Ecuador,1,0,UEFA European Championship,Cairo,Croatia,True
1999-06-14,Mexico,Colombia,2,1,Friendly,Rome,England,False
1999-06-23,New Zealand,Scotland,1,0,FIFA World Cup,Montevideo,United States,False
1999-06-28,Denmark,Croatia,4,2,FIFA World Cup qualification,Montevideo,France,True
1999-06-28,Nigeria,Sweden,1,0,UEFA European Championship,Seoul,Croatia,True
1999-06-29,Paraguay,France,2,2,AFC Asian Cup,Lisbon,Nigeria,False
1999-07-11,Argentina,Ireland,0,2,FIFA World Cup qualification,Montevideo,Argentina,False
1999-07-11,Iran,Denmark,4,0,UEFA European Championship,London,Cameroon,False
1999-07-16,Japan,Uruguay,1,2,FIFA World Cup,Seoul,Brazil,True
1999-07-25,Croatia,Poland,1,1,Friendly,London,Uruguay,False
1999-08-02,Germany,Nigeria,1,0,AFC Asian Cup,Tokyo,Netherlands,False
1999-08-06,Croatia,Netherlands,1,0,Friendly,Tokyo,United States,False
1999-08-08,Italy,Bolivia,0,0,FIFA World Cup,Amsterdam,Italy,False
1999-08-09,Australia,Egypt,3,3,Friendly,Lagos,Spain,False
1999-08-18,England,Senegal,2,0,Friendly,London,Spain,False
1999-08-19,China,Sweden,2,1,Africa Cup of Nations,Lisbon,Italy,True
1999-08-22,South Korea,Wales,2,0,UEFA Euro qualification,Los Angeles,Germany,False
1999-08-24,Australia,Chile,1,0,FIFA World Cup qualification,Madrid,Nigeria,False
1999-08-26,Russia,Norway,2,0,Africa Cup of Nations,Amsterdam,Belgium,True
1999-09-03,Wales,Belgium,1,1,AFC Asian Cup,New York,Sweden,False
1999-09-06,Turkey,France,1,1,FIFA World Cup qualification,Lisbon,Germany,False
1999-09-08,Denmark,Spain,1,0,FIFA World Cup qualification,Amsterdam,France,False
1999-09-08,Japan,Cameroon,2,2,Friendly,New York,Argentina,False
1999-09-10,Greece,Belgium,0,2,FIFA World Cup,Madrid,Germany,True
1999-09-13,France,Norway,2,0,Africa Cup of Nations,Sao Paulo,Japan,True
1999-09-29,Morocco,Italy,0,2,UEFA Euro qualification,Montevideo,Cameroon,False
1999-10-16,Cameroon,Saudi Arabia,4,0,UEFA European Championship,Mexico City,England,False
1999-10-20,Uruguay,England,0,2,Copa America,Lagos,Cameroon,True
1999-11-03,New Zealand,Hungary,2,0,Friendly,Rome,France,False
1999-11-08,Bolivia,New Zealand,2,2,UEFA Euro qualification,Sydney,Germany,True
1999-11-25,Greece,Denmark,0,0,CONCACAF Gold Cup,Mexico City,Germany,True
1999-11-28,China,Uruguay,4,1,Friendly,Montevideo,Belgium,False
1999-12-03,France,Argentina,1,1,Friendly,Berlin,South Korea,False
1999-12-24,Senegal,Ghana,2,0,Africa Cup of Nations,Sydney,Cameroon,False
1999-12-26,Cameroon,India,1,1,FIFA World Cup,Mexico City,Croatia,False
2000-01-03,Paraguay,India,0,2,Copa America,New York,Uruguay,False
2000-01-04,Norway,Ghana,1,2,FIFA World Cup qualification,Buenos Aires,France,False
2000-01-10,Netherlands,Iran,0,3,Copa America,Mexico City,France,False
2000-01-15,Morocco,Mexico,1,4,Copa America,Amsterdam,Uruguay,False
2000-01-20,Turkey,Colombia,0,1,FIFA World Cup,Lisbon,Australia,True
2000-01-24,Chile,Romania,0,0,AFC Asian Cup,Tokyo,Mexico,False
2000-01-31,Ghana,France,3,0,UEFA Euro qualification,Lisbon,Japan,False
2000-02-07,Portugal,Senegal,1,1,CONCACAF Gold Cup,Tokyo,United States,False
2000-02-09,Poland,Peru,0,1,Copa America,Sao Paulo,Argentina,False
2000-02-09,India,Turkey,1,0,Africa Cup of Nations,Montevideo,Japan,False
2000-02-13,Iran,Czech Republic,1,1,Friendly,Buenos Aires,South Korea,False
2000-02-17,Ireland,Australia,3,1,AFC Asian Cup,Tokyo,Spain,False
2000-03-06,Turkey,India,0,2,CONCACAF Gold Cup,Montevideo,Portugal,False
2000-03-07,Wales,Egypt,1,3,AFC Asian Cup,Amsterdam,Brazil,False
2000-03-08,Morocco,South Korea,1,1,Copa America,Cairo,Brazil,False
2000-03-08,Greece,Egypt,1,2,FIFA World Cup,Tokyo,Portugal,True
2000-03-28,Uruguay,Senegal,1,3,Africa Cup of Nations,Berlin,Portugal,False
2000-04-02,England,Colombia,2,1,UEFA European Championship,New York,Uruguay,False
2000-04-06,Wales,Uruguay,1,0,Friendly,Montevideo,Germany,False
2000-04-06,Germany,Norway,2,1,AFC Asian Cup,Montevideo,Cameroon,False
2000-04-10,Czech Republic,Iran,1,2,AFC Asian Cup,Lisbon,Australia,True
2000-04-16,Germany,South Africa,1,0,CONCACAF Gold Cup,Seoul,Italy,False
2000-04-20,Bolivia,England,0,2,FIFA World Cup qualification,Buenos Aires,Brazil,False
2000-04-28,Mexico,Wales,2,1,Africa Cup of Nations,Montevideo,Spain,False
2000-05-14,Turkey,United States,1,1,UEFA European Championship,Madrid,Brazil,True
2000-05-16,Egypt,Morocco,1,0,Friendly,Rome,Australia,False
2000-05-22,Germany,Egypt,1,1,Friendly,Cairo,Italy,True
2000-05-26,Senegal,Ireland,2,2,Friendly,New York,Cameroon,False
2000-05-27,Bolivia,Iraq,1,0,Africa Cup of Nations,Lagos,England,False
2000-05-30,Iran,Paraguay,0,2,CONCACAF Gold Cup,London,Belgium,False
2000-06-05,Romania,Mexico,3,1,Friendly,Cairo,France,False
2000-06-11,Turkey,Saudi Arabia,5,1,CONCACAF Gold Cup,Rome,United States,False
2000-06-11,South Africa,Colombia,1,1,CONCACAF Gold Cup,Los Angeles,England,False
2000-06-15,Croatia,Ecuador,3,0,Copa America,New York,France,False
2000-07-06,Sweden,Japan,1,0,Africa Cup of Nations,Sao Paulo,Spain,True
2000-07-08,Peru,Nigeria,2,1,CONCACAF Gold Cup,Buenos Aires,Brazil,False
2000-07-16,Croatia,United States,4,3,Friendly,Paris,Spain,False
2000-07-28,England,Ecuador,0,0,Friendly,Tokyo,Spain,False
2000-08-02,Ghana,Egypt,0,1,UEFA Euro qualification,Paris,Germany,False
2000-08-20,Hungary,Czech Republic,4,1,Friendly,Montevideo,Italy,False
2000-08-25,Chile,Ecuador,1,1,FIFA World Cup qualification,New York,Uruguay,False
2000-08-29,Ecuador,Argentina,3,1,CONCACAF Gold Cup,London,Germany,False
2000-08-31,Ireland,Egypt,3,0,Friendly,Buenos Aires,Germany,True
2000-09-21,Sweden,Wales,1,3,Friendly,Lagos,Mexico,False
2000-09-23,England,Egypt,0,0,Africa Cup of Nations,London,Australia,False
2000-09-29,Hungary,Mexico,1,0,FIFA World Cup,Lisbon,France,True
2000-10-04,Paraguay,Czech Republic,1,2,FIFA World Cup,Mexico City,Japan,False
2000-10-09,Iran,South Korea,1,2,AFC Asian Cup,Rome,Australia,False
2000-10-09,Nigeria,Argentina,2,0,Africa Cup of Nations,Sydney,Spain,False
2000-10-10,Italy,Argentina,2,0,Friendly,Tokyo,Japan,True
2000-10-15,Greece,Poland,1,4,CONCACAF Gold Cup,Berlin,Argentina,False
2000-10-22,Bolivia,South Africa,3,1,Friendly,New York,Belgium,False
2000-10-25,Bolivia,Saudi Arabia,1,4,FIFA World Cup qualification,London,Japan,True
2000-11-01,Ghana,Saudi Arabia,2,0,FIFA World Cup,Berlin,Argentina,False
2000-11-06,Scotland,Argentina,1,4,Copa America,Madrid,England,False
2000-11-23,Spain,Bolivia,2,1,UEFA Euro qualification,Tokyo,Argentina,False
2000-11-25,New Zealand,Paraguay,2,2,UEFA Euro qualification,London,Argentina,False
2000-12-15,Scotland,Germany,1,1,FIFA World Cup,Rome,Germany,False
2000-12-19,Cameroon,China,2,3,FIFA World Cup,Tokyo,Portugal,False
2000-12-23,Chile,Russia,1,0,Copa America,Paris,Sweden,False
2000-12-25,Scotland,Germany,1,0,CONCACAF Gold Cup,Berlin,France,True
2001-01-03,Ecuador,Senegal,4,2,FIFA World Cup,London,Cameroon,False
2001-01-14,Russia,New Zealand,3,0,UEFA European Championship,Berlin,Brazil,False
2001-02-04,Hungary,Argentina,4,1,Friendly,Cairo,Brazil,False
2001-02-04,Denmark,Wales,0,1,FIFA World Cup qualification,Lisbon,Japan,False
2001-02-07,Belgium,Colombia,3,0,UEFA European Championship,Montevideo,Belgium,False
2001-02-20,Australia,Russia,4,1,UEFA Euro qualification,Lisbon,Germany,False
2001-03-20,New Zealand,Sweden,3,3,FIFA World Cup,New York,Argentina,False
2001-04-10,Ghana,Ireland,0,2,Friendly,Lagos,United States,False
2001-04-13,Ireland,Iraq,3,1,Copa America,Lisbon,France,True
2001-04-19,South Korea,Belgium,1,0,Friendly,Madrid,Brazil,True
2001-04-19,Paraguay,Japan,1,3,FIFA World Cup qualification,Los Angeles,France,False
2001-05-01,Greece,Colombia,2,0,FIFA World Cup qualification,Rome,Japan,False
2001-05-16,Belgium,Greece,0,1,Friendly,Tokyo,Portugal,False
2001-05-30,Turkey,Argentina,2,2,Friendly,Rome,United States,False
2001-06-08,South Korea,Ireland,1,2,Friendly,New York,Belgium,False
2001-06-13,Belgium,Mexico,1,2,Africa Cup of Nations,Madrid,Germany,False
2001-06-19,Poland,Denmark,1,0,Copa America,Sydney,Uruguay,False
2001-06-25,South Korea,Denmark,2,4,Friendly,Mexico City,Sweden,False
2001-07-11,France,Brazil,0,2,Friendly,Rome,South Korea,True
2001-07-14,Senegal,Wales,2,3,Friendly,Lagos,Mexico,False
2001-07-14,Chile,South Korea,1,2,FIFA World Cup,Cairo,Argentina,False
2001-07-18,Chile,Denmark,1,1,UEFA Euro qualification,Sao Paulo,France,False
2001-07-20,Nigeria,Romania,0,0,Friendly,Rome,Argentina,False
2001-07-24,Australia,Italy,2,1,Friendly,Paris,South Korea,False
